FyToken,Symbol Details,Exchange Instrument Type,Minimum Lot Size,Tick Size,ISIN,Trading Session,Last Update Date,Expiry Date,Symbol Ticker,Exchange,Segment,Scrip Code,Underlying Symbol,Underlying Scrip Code,Strike Price,Option Type,Underlying FyToken,Reserved 1,Reserved 2,Reserved 3
101125050838331,NIFTY 25 May 08 18850 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550818850PE,10,11,38331,NIFTY,26000,18850.0,PE,101000000026000,None,0,0.0
101125050838332,NIFTY 25 May 08 18900 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550818900CE,10,11,38332,NIFTY,26000,18900.0,CE,101000000026000,None,0,0.0
101125050838333,NIFTY 25 May 08 18900 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550818900PE,10,11,38333,NIFTY,26000,18900.0,PE,101000000026000,None,0,0.0
101125050838334,NIFTY 25 May 08 18950 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550818950CE,10,11,38334,NIFTY,26000,18950.0,CE,101000000026000,None,0,0.0
101125050838335,NIFTY 25 May 08 18950 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550818950PE,10,11,38335,NIFTY,26000,18950.0,PE,101000000026000,None,0,0.0
101125050838336,NIFTY 25 May 08 19000 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819000CE,10,11,38336,NIFTY,26000,19000.0,CE,101000000026000,None,0,0.0
101125050838337,NIFTY 25 May 08 19000 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819000PE,10,11,38337,NIFTY,26000,19000.0,PE,101000000026000,None,0,0.0
101125050838338,NIFTY 25 May 08 19050 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819050CE,10,11,38338,NIFTY,26000,19050.0,CE,101000000026000,None,0,0.0
101125050838339,NIFTY 25 May 08 19050 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819050PE,10,11,38339,NIFTY,26000,19050.0,PE,101000000026000,None,0,0.0
101125050838340,NIFTY 25 May 08 19100 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819100CE,10,11,38340,NIFTY,26000,19100.0,CE,101000000026000,None,0,0.0
101125050838341,NIFTY 25 May 08 19100 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819100PE,10,11,38341,NIFTY,26000,19100.0,PE,101000000026000,None,0,0.0
101125050838342,NIFTY 25 May 08 19150 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819150CE,10,11,38342,NIFTY,26000,19150.0,CE,101000000026000,None,0,0.0
101125050838343,NIFTY 25 May 08 19150 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819150PE,10,11,38343,NIFTY,26000,19150.0,PE,101000000026000,None,0,0.0
101125050838344,NIFTY 25 May 08 19200 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819200CE,10,11,38344,NIFTY,26000,19200.0,CE,101000000026000,None,0,0.0
101125050838345,NIFTY 25 May 08 19200 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819200PE,10,11,38345,NIFTY,26000,19200.0,PE,101000000026000,None,0,0.0
101125050838346,NIFTY 25 May 08 19250 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819250CE,10,11,38346,NIFTY,26000,19250.0,CE,101000000026000,None,0,0.0
101125050838347,NIFTY 25 May 08 19250 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819250PE,10,11,38347,NIFTY,26000,19250.0,PE,101000000026000,None,0,0.0
101125050838348,NIFTY 25 May 08 19300 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819300CE,10,11,38348,NIFTY,26000,19300.0,CE,101000000026000,None,0,0.0
101125050838349,NIFTY 25 May 08 19300 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819300PE,10,11,38349,NIFTY,26000,19300.0,PE,101000000026000,None,0,0.0
101125050838350,NIFTY 25 May 08 19350 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819350CE,10,11,38350,NIFTY,26000,19350.0,CE,101000000026000,None,0,0.0
101125050838353,NIFTY 25 May 08 19350 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819350PE,10,11,38353,NIFTY,26000,19350.0,PE,101000000026000,None,0,0.0
101125050838354,NIFTY 25 May 08 19400 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819400CE,10,11,38354,NIFTY,26000,19400.0,CE,101000000026000,None,0,0.0
101125050838355,NIFTY 25 May 08 19400 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819400PE,10,11,38355,NIFTY,26000,19400.0,PE,101000000026000,None,0,0.0
101125050838356,NIFTY 25 May 08 19450 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819450CE,10,11,38356,NIFTY,26000,19450.0,CE,101000000026000,None,0,0.0
101125050838357,NIFTY 25 May 08 19450 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819450PE,10,11,38357,NIFTY,26000,19450.0,PE,101000000026000,None,0,0.0
101125050838358,NIFTY 25 May 08 19500 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819500CE,10,11,38358,NIFTY,26000,19500.0,CE,101000000026000,None,0,0.0
101125050838359,NIFTY 25 May 08 19500 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819500PE,10,11,38359,NIFTY,26000,19500.0,PE,101000000026000,None,0,0.0
101125050838360,NIFTY 25 May 08 19550 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819550CE,10,11,38360,NIFTY,26000,19550.0,CE,101000000026000,None,0,0.0
101125050838361,NIFTY 25 May 08 19550 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819550PE,10,11,38361,NIFTY,26000,19550.0,PE,101000000026000,None,0,0.0
101125050838362,NIFTY 25 May 08 19600 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819600CE,10,11,38362,NIFTY,26000,19600.0,CE,101000000026000,None,0,0.0
101125050838363,NIFTY 25 May 08 19600 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819600PE,10,11,38363,NIFTY,26000,19600.0,PE,101000000026000,None,0,0.0
101125050838365,NIFTY 25 May 08 19650 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819650CE,10,11,38365,NIFTY,26000,19650.0,CE,101000000026000,None,0,0.0
101125050838366,NIFTY 25 May 08 19650 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819650PE,10,11,38366,NIFTY,26000,19650.0,PE,101000000026000,None,0,0.0
101125050838368,NIFTY 25 May 08 19700 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819700CE,10,11,38368,NIFTY,26000,19700.0,CE,101000000026000,None,0,0.0
101125050838369,NIFTY 25 May 08 19700 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819700PE,10,11,38369,NIFTY,26000,19700.0,PE,101000000026000,None,0,0.0
101125050838370,NIFTY 25 May 08 19750 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819750CE,10,11,38370,NIFTY,26000,19750.0,CE,101000000026000,None,0,0.0
101125050838371,NIFTY 25 May 08 19750 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819750PE,10,11,38371,NIFTY,26000,19750.0,PE,101000000026000,None,0,0.0
101125050838372,NIFTY 25 May 08 19800 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819800CE,10,11,38372,NIFTY,26000,19800.0,CE,101000000026000,None,0,0.0
101125050838374,NIFTY 25 May 08 19800 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819800PE,10,11,38374,NIFTY,26000,19800.0,PE,101000000026000,None,0,0.0
101125050838379,NIFTY 25 May 08 19850 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819850CE,10,11,38379,NIFTY,26000,19850.0,CE,101000000026000,None,0,0.0
101125050838383,NIFTY 25 May 08 19850 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819850PE,10,11,38383,NIFTY,26000,19850.0,PE,101000000026000,None,0,0.0
101125050838384,NIFTY 25 May 08 19900 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819900CE,10,11,38384,NIFTY,26000,19900.0,CE,101000000026000,None,0,0.0
101125050838386,NIFTY 25 May 08 19900 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819900PE,10,11,38386,NIFTY,26000,19900.0,PE,101000000026000,None,0,0.0
101125050838387,NIFTY 25 May 08 19950 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819950CE,10,11,38387,NIFTY,26000,19950.0,CE,101000000026000,None,0,0.0
101125050838388,NIFTY 25 May 08 19950 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550819950PE,10,11,38388,NIFTY,26000,19950.0,PE,101000000026000,None,0,0.0
101125050838389,NIFTY 25 May 08 20000 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820000CE,10,11,38389,NIFTY,26000,20000.0,CE,101000000026000,None,0,0.0
101125050838390,NIFTY 25 May 08 20000 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820000PE,10,11,38390,NIFTY,26000,20000.0,PE,101000000026000,None,0,0.0
101125050838391,NIFTY 25 May 08 20050 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820050CE,10,11,38391,NIFTY,26000,20050.0,CE,101000000026000,None,0,0.0
101125050838392,NIFTY 25 May 08 20050 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820050PE,10,11,38392,NIFTY,26000,20050.0,PE,101000000026000,None,0,0.0
101125050838393,NIFTY 25 May 08 20100 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820100CE,10,11,38393,NIFTY,26000,20100.0,CE,101000000026000,None,0,0.0
101125050838395,NIFTY 25 May 08 20100 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820100PE,10,11,38395,NIFTY,26000,20100.0,PE,101000000026000,None,0,0.0
101125050838396,NIFTY 25 May 08 20150 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820150CE,10,11,38396,NIFTY,26000,20150.0,CE,101000000026000,None,0,0.0
101125050838397,NIFTY 25 May 08 20150 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820150PE,10,11,38397,NIFTY,26000,20150.0,PE,101000000026000,None,0,0.0
101125050838398,NIFTY 25 May 08 20200 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820200CE,10,11,38398,NIFTY,26000,20200.0,CE,101000000026000,None,0,0.0
101125050838399,NIFTY 25 May 08 20200 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820200PE,10,11,38399,NIFTY,26000,20200.0,PE,101000000026000,None,0,0.0
101125050838400,NIFTY 25 May 08 20250 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820250CE,10,11,38400,NIFTY,26000,20250.0,CE,101000000026000,None,0,0.0
101125050838401,NIFTY 25 May 08 20250 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820250PE,10,11,38401,NIFTY,26000,20250.0,PE,101000000026000,None,0,0.0
101125050838402,NIFTY 25 May 08 20300 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820300CE,10,11,38402,NIFTY,26000,20300.0,CE,101000000026000,None,0,0.0
101125050838403,NIFTY 25 May 08 20300 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820300PE,10,11,38403,NIFTY,26000,20300.0,PE,101000000026000,None,0,0.0
101125050838404,NIFTY 25 May 08 20350 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820350CE,10,11,38404,NIFTY,26000,20350.0,CE,101000000026000,None,0,0.0
101125050838407,NIFTY 25 May 08 20350 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820350PE,10,11,38407,NIFTY,26000,20350.0,PE,101000000026000,None,0,0.0
101125050838408,NIFTY 25 May 08 20400 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820400CE,10,11,38408,NIFTY,26000,20400.0,CE,101000000026000,None,0,0.0
101125050838409,NIFTY 25 May 08 20400 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820400PE,10,11,38409,NIFTY,26000,20400.0,PE,101000000026000,None,0,0.0
101125050838410,NIFTY 25 May 08 20450 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820450CE,10,11,38410,NIFTY,26000,20450.0,CE,101000000026000,None,0,0.0
101125050838411,NIFTY 25 May 08 20450 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820450PE,10,11,38411,NIFTY,26000,20450.0,PE,101000000026000,None,0,0.0
101125050838412,NIFTY 25 May 08 20500 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820500CE,10,11,38412,NIFTY,26000,20500.0,CE,101000000026000,None,0,0.0
101125050838413,NIFTY 25 May 08 20500 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820500PE,10,11,38413,NIFTY,26000,20500.0,PE,101000000026000,None,0,0.0
101125050838414,NIFTY 25 May 08 20550 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820550CE,10,11,38414,NIFTY,26000,20550.0,CE,101000000026000,None,0,0.0
101125050838415,NIFTY 25 May 08 20550 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820550PE,10,11,38415,NIFTY,26000,20550.0,PE,101000000026000,None,0,0.0
101125050838416,NIFTY 25 May 08 20600 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820600CE,10,11,38416,NIFTY,26000,20600.0,CE,101000000026000,None,0,0.0
101125050838417,NIFTY 25 May 08 20600 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820600PE,10,11,38417,NIFTY,26000,20600.0,PE,101000000026000,None,0,0.0
101125050838418,NIFTY 25 May 08 20650 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820650CE,10,11,38418,NIFTY,26000,20650.0,CE,101000000026000,None,0,0.0
101125050838419,NIFTY 25 May 08 20650 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820650PE,10,11,38419,NIFTY,26000,20650.0,PE,101000000026000,None,0,0.0
101125050838420,NIFTY 25 May 08 20700 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820700CE,10,11,38420,NIFTY,26000,20700.0,CE,101000000026000,None,0,0.0
101125050838421,NIFTY 25 May 08 20700 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820700PE,10,11,38421,NIFTY,26000,20700.0,PE,101000000026000,None,0,0.0
101125050838422,NIFTY 25 May 08 20750 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820750CE,10,11,38422,NIFTY,26000,20750.0,CE,101000000026000,None,0,0.0
101125050838423,NIFTY 25 May 08 20750 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820750PE,10,11,38423,NIFTY,26000,20750.0,PE,101000000026000,None,0,0.0
101125050838424,NIFTY 25 May 08 20800 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820800CE,10,11,38424,NIFTY,26000,20800.0,CE,101000000026000,None,0,0.0
101125050838425,NIFTY 25 May 08 20800 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820800PE,10,11,38425,NIFTY,26000,20800.0,PE,101000000026000,None,0,0.0
101125050838426,NIFTY 25 May 08 20850 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820850CE,10,11,38426,NIFTY,26000,20850.0,CE,101000000026000,None,0,0.0
101125050838427,NIFTY 25 May 08 20850 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820850PE,10,11,38427,NIFTY,26000,20850.0,PE,101000000026000,None,0,0.0
101125050838428,NIFTY 25 May 08 20900 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820900CE,10,11,38428,NIFTY,26000,20900.0,CE,101000000026000,None,0,0.0
101125050838429,NIFTY 25 May 08 20900 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820900PE,10,11,38429,NIFTY,26000,20900.0,PE,101000000026000,None,0,0.0
101125050838430,NIFTY 25 May 08 20950 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820950CE,10,11,38430,NIFTY,26000,20950.0,CE,101000000026000,None,0,0.0
101125050838431,NIFTY 25 May 08 20950 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550820950PE,10,11,38431,NIFTY,26000,20950.0,PE,101000000026000,None,0,0.0
101125050838432,NIFTY 25 May 08 21000 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550821000CE,10,11,38432,NIFTY,26000,21000.0,CE,101000000026000,None,0,0.0
101125050838433,NIFTY 25 May 08 21000 PE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550821000PE,10,11,38433,NIFTY,26000,21000.0,PE,101000000026000,None,0,0.0
101125050838434,NIFTY 25 May 08 21050 CE,14,75,0.05,,0915-1530|1815-1915:,2025-04-30,1746698400,NSE:NIFTY2550821050CE,10,11,38434,NIFTY,26000,21050.0,CE,101000000026000,None,0,0.0
